crop_type,rainfall,temperature,fertilizer,nitrogen,phosphorus,potassium,total_npk,n_proportion,p_proportion,temperature_squared,rainfall_fertilizer_interaction,yield
Rice,974.0,31.0,51.0,60.0,17.0,17.0,94.0,0.6382978723404256,0.18085106382978725,961.0,49674.0,12.6
Wheat,589.0,26.0,56.0,69.0,22.0,16.0,107.0,0.6448598130841121,0.205607476635514,676.0,32984.0,5.6
Rice,524.0,34.0,67.0,80.0,28.0,12.0,120.0,0.6666666666666666,0.23333333333333334,1156.0,35108.0,5.1
Soybean,549.0,38.0,76.0,64.0,23.0,11.0,98.0,0.6530612244897959,0.23469387755102042,1444.0,41724.0,7.1
Rice,713.0,20.0,83.0,61.0,28.0,16.0,105.0,0.580952380952381,0.26666666666666666,400.0,59179.0,11.6
Soybean,969.0,36.0,76.0,81.0,29.0,12.0,122.0,0.6639344262295082,0.23770491803278687,1296.0,73644.0,9.1
Barley,741.0,36.0,66.0,75.0,17.0,12.0,104.0,0.7211538461538461,0.16346153846153846,1296.0,48906.0,9.0
Sorghum,704.0,22.0,92.0,84.0,17.0,11.0,112.0,0.75,0.15178571428571427,484.0,64768.0,13.8
Wheat,1091.0,31.0,93.0,61.0,16.0,13.0,90.0,0.6777777777777778,0.17777777777777778,961.0,101463.0,14.0
Barley,1081.0,25.0,73.0,69.0,22.0,17.0,108.0,0.6388888888888888,0.2037037037037037,625.0,78913.0,14.1
Corn,1237.0,30.0,74.0,61.0,24.0,21.0,106.0,0.5754716981132075,0.22641509433962265,900.0,91538.0,8.1
Rice,1182.0,22.0,56.0,75.0,15.0,10.0,100.0,0.75,0.15,484.0,66192.0,11.9
Corn,453.0,27.0,55.0,75.0,22.0,10.0,107.0,0.7009345794392523,0.205607476635514,729.0,24915.0,7.7
Rice,843.0,33.0,73.0,78.0,21.0,21.0,120.0,0.65,0.175,1089.0,61539.0,6.9
Sorghum,1012.0,33.0,82.0,88.0,28.0,23.0,139.0,0.6330935251798561,0.2014388489208633,1089.0,82984.0,6.8
Barley,1392.0,29.0,98.0,66.0,21.0,14.0,101.0,0.6534653465346535,0.2079207920792079,841.0,136416.0,8.4
Sorghum,663.0,21.0,78.0,81.0,17.0,20.0,118.0,0.6864406779661016,0.1440677966101695,441.0,51714.0,9.3
Soybean,452.0,33.0,92.0,71.0,15.0,14.0,100.0,0.71,0.15,1089.0,41584.0,13.3
Sorghum,971.0,28.0,71.0,83.0,18.0,20.0,121.0,0.6859504132231405,0.1487603305785124,784.0,68941.0,6.2
Sorghum,1019.0,22.0,75.0,74.0,23.0,21.0,118.0,0.6271186440677966,0.19491525423728814,484.0,76425.0,12.3
Soybean,404.0,27.0,77.0,67.0,19.0,10.0,96.0,0.6979166666666666,0.19791666666666666,729.0,31108.0,10.3
Rice,502.0,35.0,99.0,65.0,15.0,15.0,95.0,0.6842105263157895,0.15789473684210525,1225.0,49698.0,7.9
Soybean,595.0,21.0,70.0,87.0,29.0,10.0,126.0,0.6904761904761905,0.23015873015873015,441.0,41650.0,9.9
Barley,1173.0,25.0,98.0,86.0,19.0,14.0,119.0,0.7226890756302521,0.15966386554621848,625.0,114954.0,8.0
Sorghum,1276.0,31.0,56.0,69.0,27.0,18.0,114.0,0.6052631578947368,0.23684210526315788,961.0,71456.0,11.0
Soybean,1391.0,24.0,66.0,62.0,22.0,21.0,105.0,0.5904761904761905,0.20952380952380953,576.0,91806.0,9.3
Sorghum,1283.0,21.0,69.0,78.0,22.0,23.0,123.0,0.6341463414634146,0.17886178861788618,441.0,88527.0,6.6
Barley,749.0,35.0,90.0,76.0,19.0,14.0,109.0,0.6972477064220184,0.1743119266055046,1225.0,67410.0,6.2
Corn,446.0,24.0,98.0,66.0,26.0,15.0,107.0,0.616822429906542,0.24299065420560748,576.0,43708.0,10.5
Barley,1266.0,34.0,69.0,80.0,23.0,17.0,120.0,0.6666666666666666,0.19166666666666668,1156.0,87354.0,14.0
Wheat,1222.0,31.0,71.0,79.0,29.0,20.0,128.0,0.6171875,0.2265625,961.0,86762.0,8.4
Wheat,1335.0,23.0,77.0,85.0,15.0,10.0,110.0,0.7727272727272727,0.13636363636363635,529.0,102795.0,12.3
Wheat,1219.0,34.0,89.0,63.0,18.0,23.0,104.0,0.6057692307692307,0.17307692307692307,1156.0,108491.0,11.6
Sorghum,1055.0,30.0,98.0,73.0,17.0,11.0,101.0,0.7227722772277227,0.16831683168316833,900.0,103390.0,14.3
Rice,668.0,35.0,56.0,79.0,16.0,18.0,113.0,0.6991150442477876,0.1415929203539823,1225.0,37408.0,13.2
Rice,769.0,25.0,50.0,81.0,29.0,12.0,122.0,0.6639344262295082,0.23770491803278687,625.0,38450.0,10.7
Rice,1035.0,33.0,81.0,74.0,22.0,15.0,111.0,0.6666666666666666,0.1981981981981982,1089.0,83835.0,11.6
Sorghum,505.0,37.0,62.0,83.0,21.0,14.0,118.0,0.7033898305084746,0.17796610169491525,1369.0,31310.0,14.0
Barley,1069.0,31.0,79.0,67.0,23.0,20.0,110.0,0.6090909090909091,0.20909090909090908,961.0,84451.0,9.0
Rice,1058.0,30.0,72.0,80.0,16.0,11.0,107.0,0.7476635514018691,0.14953271028037382,900.0,76176.0,8.3
Corn,1056.0,32.0,68.0,74.0,28.0,23.0,125.0,0.592,0.224,1024.0,71808.0,5.1
Wheat,519.0,30.0,81.0,81.0,28.0,24.0,133.0,0.6090225563909775,0.21052631578947367,900.0,42039.0,13.3
Barley,1230.0,35.0,79.0,79.0,18.0,16.0,113.0,0.6991150442477876,0.1592920353982301,1225.0,97170.0,13.0
Wheat,1186.0,34.0,78.0,87.0,28.0,13.0,128.0,0.6796875,0.21875,1156.0,92508.0,6.0
Rice,1003.0,34.0,98.0,73.0,29.0,10.0,112.0,0.6517857142857143,0.25892857142857145,1156.0,98294.0,10.8
Barley,457.0,23.0,94.0,86.0,20.0,22.0,128.0,0.671875,0.15625,529.0,42958.0,9.6
Soybean,1350.0,30.0,78.0,88.0,25.0,13.0,126.0,0.6984126984126984,0.1984126984126984,900.0,105300.0,6.2
Corn,745.0,38.0,79.0,68.0,17.0,15.0,100.0,0.68,0.17,1444.0,58855.0,14.8
Rice,1140.0,34.0,65.0,67.0,22.0,16.0,105.0,0.638095238095238,0.20952380952380953,1156.0,74100.0,7.1
Rice,873.0,23.0,89.0,85.0,17.0,24.0,126.0,0.6746031746031746,0.1349206349206349,529.0,77697.0,5.7
Corn,516.0,32.0,68.0,87.0,28.0,16.0,131.0,0.6641221374045801,0.21374045801526717,1024.0,35088.0,10.9
Corn,1229.0,38.0,67.0,85.0,26.0,23.0,134.0,0.6343283582089553,0.19402985074626866,1444.0,82343.0,12.4
Soybean,1190.0,21.0,50.0,76.0,27.0,16.0,119.0,0.6386554621848739,0.226890756302521,441.0,59500.0,5.3
Rice,526.0,33.0,63.0,61.0,27.0,12.0,100.0,0.61,0.27,1089.0,33138.0,11.6
Sorghum,792.0,23.0,96.0,84.0,16.0,15.0,115.0,0.7304347826086957,0.1391304347826087,529.0,76032.0,10.3
Rice,1307.0,35.0,99.0,83.0,27.0,22.0,132.0,0.6287878787878788,0.20454545454545456,1225.0,129393.0,6.0
Wheat,1040.0,39.0,51.0,89.0,27.0,17.0,133.0,0.6691729323308271,0.20300751879699247,1521.0,53040.0,6.7
Barley,457.0,33.0,77.0,62.0,17.0,13.0,92.0,0.6739130434782609,0.18478260869565216,1089.0,35189.0,10.7
Barley,1033.0,34.0,98.0,67.0,25.0,22.0,114.0,0.5877192982456141,0.21929824561403508,1156.0,101234.0,8.0
Wheat,912.0,22.0,99.0,71.0,20.0,17.0,108.0,0.6574074074074074,0.18518518518518517,484.0,90288.0,14.4
Barley,1150.0,27.0,79.0,60.0,16.0,11.0,87.0,0.6896551724137931,0.1839080459770115,729.0,90850.0,13.2
Corn,1201.0,35.0,87.0,69.0,22.0,24.0,115.0,0.6,0.19130434782608696,1225.0,104487.0,14.8
Barley,495.0,29.0,53.0,79.0,15.0,19.0,113.0,0.6991150442477876,0.13274336283185842,841.0,26235.0,7.6
Barley,1037.0,23.0,50.0,62.0,21.0,18.0,101.0,0.6138613861386139,0.2079207920792079,529.0,51850.0,14.7
Wheat,517.0,37.0,57.0,65.0,16.0,18.0,99.0,0.6565656565656566,0.16161616161616163,1369.0,29469.0,9.3
Soybean,959.0,21.0,78.0,66.0,24.0,17.0,107.0,0.616822429906542,0.22429906542056074,441.0,74802.0,8.5
Barley,1000.0,36.0,88.0,79.0,26.0,19.0,124.0,0.6370967741935484,0.20967741935483872,1296.0,88000.0,5.5
Sorghum,887.0,32.0,52.0,82.0,20.0,23.0,125.0,0.656,0.16,1024.0,46124.0,5.5
Barley,636.0,23.0,81.0,84.0,26.0,22.0,132.0,0.6363636363636364,0.19696969696969696,529.0,51516.0,11.9
Soybean,1284.0,30.0,59.0,86.0,16.0,19.0,121.0,0.7107438016528925,0.1322314049586777,900.0,75756.0,9.6
Wheat,1296.0,26.0,59.0,77.0,16.0,10.0,103.0,0.7475728155339806,0.1553398058252427,676.0,76464.0,7.3
Soybean,671.0,31.0,68.0,70.0,24.0,11.0,105.0,0.6666666666666666,0.22857142857142856,961.0,45628.0,11.1
Wheat,588.0,29.0,95.0,78.0,27.0,15.0,120.0,0.65,0.225,841.0,55860.0,7.5
Corn,1398.0,26.0,83.0,64.0,22.0,19.0,105.0,0.6095238095238096,0.20952380952380953,676.0,116034.0,10.8
Wheat,1103.0,32.0,82.0,78.0,29.0,14.0,121.0,0.6446280991735537,0.2396694214876033,1024.0,90446.0,8.6
Corn,846.0,26.0,72.0,70.0,29.0,21.0,120.0,0.5833333333333334,0.24166666666666667,676.0,60912.0,13.2
Corn,980.0,36.0,77.0,83.0,26.0,23.0,132.0,0.6287878787878788,0.19696969696969696,1296.0,75460.0,13.2
Wheat,1189.0,29.0,81.0,71.0,16.0,18.0,105.0,0.6761904761904762,0.1523809523809524,841.0,96309.0,9.8
Sorghum,1260.0,29.0,99.0,69.0,21.0,14.0,104.0,0.6634615384615384,0.20192307692307693,841.0,124740.0,8.5
Rice,646.0,23.0,56.0,67.0,17.0,11.0,95.0,0.7052631578947368,0.17894736842105263,529.0,36176.0,8.6
Wheat,1362.0,39.0,78.0,83.0,22.0,19.0,124.0,0.6693548387096774,0.1774193548387097,1521.0,106236.0,13.1
Barley,475.0,23.0,57.0,87.0,21.0,13.0,121.0,0.71900826446281,0.17355371900826447,529.0,27075.0,8.3
Sorghum,553.0,26.0,50.0,87.0,28.0,18.0,133.0,0.6541353383458647,0.21052631578947367,676.0,27650.0,7.1
Sorghum,1055.0,20.0,52.0,68.0,22.0,10.0,100.0,0.68,0.22,400.0,54860.0,5.8
Barley,834.0,31.0,73.0,63.0,28.0,20.0,111.0,0.5675675675675675,0.25225225225225223,961.0,60882.0,9.7
Rice,1396.0,32.0,72.0,64.0,21.0,10.0,95.0,0.6736842105263158,0.22105263157894736,1024.0,100512.0,9.8
Sorghum,485.0,29.0,57.0,80.0,25.0,21.0,126.0,0.6349206349206349,0.1984126984126984,841.0,27645.0,13.4
Corn,1096.0,34.0,96.0,67.0,20.0,16.0,103.0,0.6504854368932039,0.1941747572815534,1156.0,105216.0,7.2
Rice,684.0,32.0,86.0,82.0,27.0,20.0,129.0,0.6356589147286822,0.20930232558139536,1024.0,58824.0,8.8
Barley,1373.0,28.0,52.0,68.0,21.0,12.0,101.0,0.6732673267326733,0.2079207920792079,784.0,71396.0,13.1
Rice,619.0,28.0,82.0,74.0,19.0,19.0,112.0,0.6607142857142857,0.16964285714285715,784.0,50758.0,13.2
Wheat,468.0,34.0,77.0,74.0,21.0,11.0,106.0,0.6981132075471698,0.19811320754716982,1156.0,36036.0,8.8
Rice,446.0,29.0,96.0,75.0,15.0,18.0,108.0,0.6944444444444444,0.1388888888888889,841.0,42816.0,9.6
Corn,493.0,29.0,57.0,73.0,15.0,12.0,100.0,0.73,0.15,841.0,28101.0,8.0
Wheat,1149.0,27.0,83.0,67.0,23.0,11.0,101.0,0.6633663366336634,0.22772277227722773,729.0,95367.0,14.3
Soybean,1357.0,35.0,84.0,77.0,28.0,21.0,126.0,0.6111111111111112,0.2222222222222222,1225.0,113988.0,6.2
Barley,852.0,36.0,81.0,69.0,19.0,17.0,105.0,0.6571428571428571,0.18095238095238095,1296.0,69012.0,14.3
Barley,603.0,24.0,73.0,87.0,27.0,19.0,133.0,0.6541353383458647,0.20300751879699247,576.0,44019.0,11.8
Rice,1311.0,23.0,63.0,79.0,19.0,15.0,113.0,0.6991150442477876,0.168141592920354,529.0,82593.0,10.3
Sorghum,617.0,37.0,81.0,65.0,17.0,15.0,97.0,0.6701030927835051,0.17525773195876287,1369.0,49977.0,5.3
Wheat,873.0,38.0,95.0,71.0,19.0,19.0,109.0,0.6513761467889908,0.1743119266055046,1444.0,82935.0,9.8
Soybean,831.0,23.0,92.0,61.0,17.0,20.0,98.0,0.6224489795918368,0.17346938775510204,529.0,76452.0,9.1
Wheat,740.0,26.0,65.0,66.0,23.0,16.0,105.0,0.6285714285714286,0.21904761904761905,676.0,48100.0,6.6
Barley,950.0,29.0,53.0,75.0,23.0,16.0,114.0,0.6578947368421053,0.20175438596491227,841.0,50350.0,11.6
Wheat,1011.0,37.0,86.0,62.0,20.0,20.0,102.0,0.6078431372549019,0.19607843137254902,1369.0,86946.0,14.7
Soybean,688.0,38.0,70.0,72.0,29.0,22.0,123.0,0.5853658536585366,0.23577235772357724,1444.0,48160.0,10.6
Sorghum,653.0,23.0,63.0,62.0,15.0,24.0,101.0,0.6138613861386139,0.1485148514851485,529.0,41139.0,12.1
Rice,1133.0,29.0,80.0,86.0,21.0,15.0,122.0,0.7049180327868853,0.1721311475409836,841.0,90640.0,5.7
Corn,756.0,20.0,97.0,77.0,21.0,13.0,111.0,0.6936936936936937,0.1891891891891892,400.0,73332.0,9.2
Wheat,422.0,37.0,67.0,70.0,28.0,20.0,118.0,0.5932203389830508,0.23728813559322035,1369.0,28274.0,6.2
Corn,1161.0,24.0,56.0,67.0,24.0,18.0,109.0,0.6146788990825688,0.22018348623853212,576.0,65016.0,11.1
Barley,921.0,34.0,59.0,65.0,24.0,15.0,104.0,0.625,0.23076923076923078,1156.0,54339.0,14.4
Rice,1157.0,36.0,56.0,60.0,18.0,13.0,91.0,0.6593406593406593,0.1978021978021978,1296.0,64792.0,11.6
Rice,1236.0,22.0,82.0,87.0,22.0,21.0,130.0,0.6692307692307692,0.16923076923076924,484.0,101352.0,5.8
Wheat,499.0,31.0,72.0,60.0,20.0,12.0,92.0,0.6521739130434783,0.21739130434782608,961.0,35928.0,8.5
Sorghum,1201.0,21.0,70.0,82.0,18.0,13.0,113.0,0.7256637168141593,0.1592920353982301,441.0,84070.0,10.5
Rice,579.0,20.0,68.0,67.0,18.0,12.0,97.0,0.6907216494845361,0.18556701030927836,400.0,39372.0,9.0
Wheat,622.0,36.0,97.0,64.0,16.0,24.0,104.0,0.6153846153846154,0.15384615384615385,1296.0,60334.0,13.3
Wheat,1305.0,35.0,68.0,87.0,28.0,11.0,126.0,0.6904761904761905,0.2222222222222222,1225.0,88740.0,13.1
Corn,1161.0,24.0,85.0,75.0,16.0,23.0,114.0,0.6578947368421053,0.14035087719298245,576.0,98685.0,11.1
Rice,1058.0,34.0,78.0,70.0,26.0,14.0,110.0,0.6363636363636364,0.23636363636363636,1156.0,82524.0,8.7
Wheat,841.0,22.0,67.0,64.0,28.0,11.0,103.0,0.6213592233009708,0.27184466019417475,484.0,56347.0,7.6
Corn,1007.0,26.0,51.0,63.0,18.0,15.0,96.0,0.65625,0.1875,676.0,51357.0,6.1
Soybean,1168.0,30.0,50.0,89.0,19.0,12.0,120.0,0.7416666666666667,0.15833333333333333,900.0,58400.0,8.5
Corn,724.0,29.0,96.0,65.0,22.0,15.0,102.0,0.6372549019607843,0.21568627450980393,841.0,69504.0,9.1
Corn,915.0,28.0,54.0,73.0,29.0,24.0,126.0,0.5793650793650794,0.23015873015873015,784.0,49410.0,11.8
Wheat,415.0,33.0,69.0,81.0,20.0,20.0,121.0,0.6694214876033058,0.1652892561983471,1089.0,28635.0,11.6
Barley,1191.0,32.0,60.0,78.0,28.0,19.0,125.0,0.624,0.224,1024.0,71460.0,5.7
Barley,735.0,21.0,91.0,68.0,29.0,18.0,115.0,0.591304347826087,0.25217391304347825,441.0,66885.0,9.0
Sorghum,1158.0,22.0,51.0,71.0,18.0,10.0,99.0,0.7171717171717171,0.18181818181818182,484.0,59058.0,6.8
Barley,657.0,26.0,52.0,70.0,27.0,15.0,112.0,0.625,0.24107142857142858,676.0,34164.0,6.6
Corn,896.0,37.0,72.0,73.0,25.0,18.0,116.0,0.6293103448275862,0.21551724137931033,1369.0,64512.0,13.3
Sorghum,1387.0,22.0,61.0,82.0,21.0,20.0,123.0,0.6666666666666666,0.17073170731707318,484.0,84607.0,5.4
Wheat,1295.0,29.0,69.0,75.0,22.0,13.0,110.0,0.6818181818181818,0.2,841.0,89355.0,9.2
Rice,559.0,26.0,54.0,60.0,16.0,20.0,96.0,0.625,0.16666666666666666,676.0,30186.0,6.7
Corn,874.0,28.0,86.0,72.0,26.0,21.0,119.0,0.6050420168067226,0.2184873949579832,784.0,75164.0,13.8
Corn,1251.0,36.0,87.0,82.0,21.0,11.0,114.0,0.7192982456140351,0.18421052631578946,1296.0,108837.0,10.6
Sorghum,1063.0,30.0,79.0,80.0,29.0,22.0,131.0,0.6106870229007634,0.22137404580152673,900.0,83977.0,7.3
Wheat,1307.0,26.0,58.0,80.0,28.0,13.0,121.0,0.6611570247933884,0.23140495867768596,676.0,75806.0,10.0
Soybean,1089.0,33.0,83.0,89.0,16.0,10.0,115.0,0.7739130434782608,0.1391304347826087,1089.0,90387.0,12.3
Corn,1074.0,38.0,93.0,72.0,16.0,12.0,100.0,0.72,0.16,1444.0,99882.0,14.6
Soybean,779.0,23.0,84.0,61.0,22.0,19.0,102.0,0.5980392156862745,0.21568627450980393,529.0,65436.0,7.2
Soybean,944.0,25.0,71.0,63.0,16.0,18.0,97.0,0.6494845360824743,0.16494845360824742,625.0,67024.0,13.9
Barley,1328.0,29.0,93.0,87.0,29.0,19.0,135.0,0.6444444444444445,0.21481481481481482,841.0,123504.0,14.3
Wheat,1356.0,26.0,73.0,65.0,25.0,14.0,104.0,0.625,0.2403846153846154,676.0,98988.0,14.2
Soybean,1090.0,32.0,66.0,85.0,23.0,24.0,132.0,0.6439393939393939,0.17424242424242425,1024.0,71940.0,11.4
Wheat,826.0,33.0,59.0,86.0,26.0,20.0,132.0,0.6515151515151515,0.19696969696969696,1089.0,48734.0,11.3
Barley,1012.0,23.0,79.0,82.0,15.0,15.0,112.0,0.7321428571428571,0.13392857142857142,529.0,79948.0,9.0
Wheat,667.0,27.0,95.0,86.0,29.0,12.0,127.0,0.6771653543307087,0.2283464566929134,729.0,63365.0,12.5
Corn,1234.0,24.0,72.0,64.0,23.0,14.0,101.0,0.6336633663366337,0.22772277227722773,576.0,88848.0,10.3
Soybean,976.0,20.0,81.0,84.0,29.0,20.0,133.0,0.631578947368421,0.21804511278195488,400.0,79056.0,11.8
Wheat,816.0,23.0,66.0,62.0,15.0,17.0,94.0,0.6595744680851063,0.1595744680851064,529.0,53856.0,9.3
Rice,567.0,22.0,99.0,60.0,24.0,15.0,99.0,0.6060606060606061,0.24242424242424243,484.0,56133.0,12.3
Wheat,1241.0,28.0,66.0,63.0,27.0,13.0,103.0,0.6116504854368932,0.2621359223300971,784.0,81906.0,13.2
Soybean,442.0,27.0,63.0,84.0,24.0,11.0,119.0,0.7058823529411765,0.20168067226890757,729.0,27846.0,6.5
Barley,955.0,20.0,58.0,79.0,16.0,23.0,118.0,0.6694915254237288,0.13559322033898305,400.0,55390.0,13.3
Barley,684.0,25.0,89.0,61.0,20.0,18.0,99.0,0.6161616161616161,0.20202020202020202,625.0,60876.0,10.4
Soybean,796.0,28.0,51.0,85.0,20.0,22.0,127.0,0.6692913385826772,0.15748031496062992,784.0,40596.0,13.4
Corn,411.0,26.0,94.0,89.0,15.0,21.0,125.0,0.712,0.12,676.0,38634.0,9.3
Corn,1006.0,23.0,74.0,89.0,21.0,10.0,120.0,0.7416666666666667,0.175,529.0,74444.0,8.8
Barley,701.0,32.0,88.0,64.0,22.0,10.0,96.0,0.6666666666666666,0.22916666666666666,1024.0,61688.0,14.2
Barley,1297.0,36.0,58.0,62.0,16.0,22.0,100.0,0.62,0.16,1296.0,75226.0,7.5
Soybean,652.0,21.0,71.0,88.0,22.0,13.0,123.0,0.7154471544715447,0.17886178861788618,441.0,46292.0,13.4
Corn,898.0,24.0,92.0,87.0,23.0,16.0,126.0,0.6904761904761905,0.18253968253968253,576.0,82616.0,9.8
Barley,1153.0,31.0,95.0,88.0,20.0,10.0,118.0,0.7457627118644068,0.1694915254237288,961.0,109535.0,10.1
Corn,434.0,27.0,53.0,68.0,19.0,18.0,105.0,0.6476190476190476,0.18095238095238095,729.0,23002.0,8.1
Barley,1126.0,25.0,75.0,79.0,26.0,13.0,118.0,0.6694915254237288,0.22033898305084745,625.0,84450.0,10.7
Wheat,1248.0,27.0,78.0,65.0,23.0,12.0,100.0,0.65,0.23,729.0,97344.0,8.3
Rice,489.0,37.0,94.0,77.0,27.0,10.0,114.0,0.6754385964912281,0.23684210526315788,1369.0,45966.0,5.4
Sorghum,1175.0,22.0,83.0,65.0,26.0,19.0,110.0,0.5909090909090909,0.23636363636363636,484.0,97525.0,7.7
Wheat,1004.0,31.0,72.0,78.0,25.0,13.0,116.0,0.6724137931034483,0.21551724137931033,961.0,72288.0,5.1
Sorghum,1321.0,22.0,86.0,87.0,23.0,18.0,128.0,0.6796875,0.1796875,484.0,113606.0,14.8
Barley,1369.0,25.0,60.0,71.0,15.0,22.0,108.0,0.6574074074074074,0.1388888888888889,625.0,82140.0,14.7
Rice,1001.0,21.0,55.0,84.0,25.0,23.0,132.0,0.6363636363636364,0.1893939393939394,441.0,55055.0,9.0
Rice,817.0,31.0,67.0,70.0,17.0,19.0,106.0,0.660377358490566,0.16037735849056603,961.0,54739.0,12.3
Barley,514.0,21.0,70.0,61.0,23.0,15.0,99.0,0.6161616161616161,0.23232323232323232,441.0,35980.0,8.5
Barley,1016.0,25.0,91.0,74.0,25.0,15.0,114.0,0.6491228070175439,0.21929824561403508,625.0,92456.0,11.7
Corn,1302.0,36.0,85.0,71.0,16.0,10.0,97.0,0.7319587628865979,0.16494845360824742,1296.0,110670.0,13.1
Barley,595.0,22.0,90.0,71.0,26.0,19.0,116.0,0.6120689655172413,0.22413793103448276,484.0,53550.0,14.5
Soybean,1225.0,21.0,87.0,68.0,18.0,11.0,97.0,0.7010309278350515,0.18556701030927836,441.0,106575.0,9.0
Barley,900.0,39.0,83.0,80.0,18.0,20.0,118.0,0.6779661016949152,0.15254237288135594,1521.0,74700.0,12.8
Soybean,1025.0,27.0,66.0,83.0,16.0,15.0,114.0,0.7280701754385965,0.14035087719298245,729.0,67650.0,7.7
Barley,892.0,31.0,86.0,61.0,29.0,11.0,101.0,0.6039603960396039,0.2871287128712871,961.0,76712.0,14.9
Corn,474.0,23.0,74.0,81.0,17.0,12.0,110.0,0.7363636363636363,0.15454545454545454,529.0,35076.0,5.3
Soybean,812.0,24.0,87.0,62.0,27.0,13.0,102.0,0.6078431372549019,0.2647058823529412,576.0,70644.0,11.0
Wheat,775.0,32.0,61.0,71.0,17.0,20.0,108.0,0.6574074074074074,0.1574074074074074,1024.0,47275.0,11.6
Soybean,819.0,34.0,72.0,87.0,15.0,14.0,116.0,0.75,0.12931034482758622,1156.0,58968.0,11.9
Corn,1128.0,35.0,91.0,89.0,20.0,24.0,133.0,0.6691729323308271,0.15037593984962405,1225.0,102648.0,6.2
Sorghum,676.0,29.0,71.0,85.0,22.0,18.0,125.0,0.68,0.176,841.0,47996.0,14.4
Soybean,1160.0,35.0,70.0,75.0,26.0,21.0,122.0,0.6147540983606558,0.21311475409836064,1225.0,81200.0,6.8
Barley,1075.0,31.0,76.0,80.0,17.0,24.0,121.0,0.6611570247933884,0.14049586776859505,961.0,81700.0,11.2
Barley,793.0,36.0,80.0,87.0,19.0,24.0,130.0,0.6692307692307692,0.14615384615384616,1296.0,63440.0,7.2
Sorghum,1268.0,35.0,55.0,83.0,15.0,13.0,111.0,0.7477477477477478,0.13513513513513514,1225.0,69740.0,8.1
Corn,856.0,31.0,76.0,85.0,24.0,22.0,131.0,0.648854961832061,0.183206106870229,961.0,65056.0,10.5
Rice,1319.0,27.0,89.0,89.0,21.0,20.0,130.0,0.6846153846153846,0.16153846153846155,729.0,117391.0,9.2
Barley,591.0,39.0,83.0,60.0,24.0,18.0,102.0,0.5882352941176471,0.23529411764705882,1521.0,49053.0,6.6
Wheat,1138.0,22.0,61.0,80.0,27.0,20.0,127.0,0.6299212598425197,0.2125984251968504,484.0,69418.0,6.7
Corn,1088.0,35.0,94.0,62.0,15.0,19.0,96.0,0.6458333333333334,0.15625,1225.0,102272.0,9.2
Soybean,498.0,32.0,56.0,79.0,26.0,12.0,117.0,0.6752136752136753,0.2222222222222222,1024.0,27888.0,12.6
Soybean,947.0,38.0,59.0,61.0,25.0,17.0,103.0,0.5922330097087378,0.24271844660194175,1444.0,55873.0,14.0
Wheat,1377.0,27.0,94.0,68.0,23.0,21.0,112.0,0.6071428571428571,0.20535714285714285,729.0,129438.0,5.8
Barley,1398.0,24.0,66.0,78.0,22.0,10.0,110.0,0.7090909090909091,0.2,576.0,92268.0,8.9
Corn,495.0,39.0,75.0,74.0,21.0,20.0,115.0,0.6434782608695652,0.1826086956521739,1521.0,37125.0,6.0
Wheat,1063.0,27.0,70.0,77.0,24.0,18.0,119.0,0.6470588235294118,0.20168067226890757,729.0,74410.0,5.2
Barley,1062.0,31.0,77.0,85.0,29.0,18.0,132.0,0.6439393939393939,0.2196969696969697,961.0,81774.0,11.6
Corn,589.0,20.0,95.0,70.0,21.0,19.0,110.0,0.6363636363636364,0.19090909090909092,400.0,55955.0,11.0
Soybean,1135.0,39.0,51.0,84.0,19.0,11.0,114.0,0.7368421052631579,0.16666666666666666,1521.0,57885.0,6.6
Corn,436.0,25.0,92.0,82.0,19.0,13.0,114.0,0.7192982456140351,0.16666666666666666,625.0,40112.0,7.3
Sorghum,1179.0,37.0,50.0,75.0,25.0,22.0,122.0,0.6147540983606558,0.20491803278688525,1369.0,58950.0,5.2
Rice,768.0,27.0,85.0,81.0,27.0,17.0,125.0,0.648,0.216,729.0,65280.0,13.3
Corn,1094.0,26.0,75.0,76.0,19.0,16.0,111.0,0.6846846846846847,0.17117117117117117,676.0,82050.0,14.7
Rice,924.0,20.0,78.0,64.0,15.0,10.0,89.0,0.7191011235955056,0.16853932584269662,400.0,72072.0,6.4
Corn,678.0,35.0,70.0,71.0,22.0,14.0,107.0,0.6635514018691588,0.205607476635514,1225.0,47460.0,7.3
Rice,616.0,31.0,60.0,70.0,26.0,16.0,112.0,0.625,0.23214285714285715,961.0,36960.0,13.7
Sorghum,1266.0,25.0,89.0,89.0,25.0,24.0,138.0,0.644927536231884,0.18115942028985507,625.0,112674.0,14.3
Soybean,1272.0,39.0,60.0,74.0,15.0,13.0,102.0,0.7254901960784313,0.14705882352941177,1521.0,76320.0,9.2
Barley,1197.0,21.0,85.0,86.0,18.0,24.0,128.0,0.671875,0.140625,441.0,101745.0,5.5
Rice,672.0,33.0,98.0,62.0,29.0,24.0,115.0,0.5391304347826087,0.25217391304347825,1089.0,65856.0,5.4
Sorghum,1280.0,23.0,88.0,60.0,23.0,10.0,93.0,0.6451612903225806,0.24731182795698925,529.0,112640.0,10.7
Rice,461.0,20.0,89.0,79.0,28.0,18.0,125.0,0.632,0.224,400.0,41029.0,8.9
